http://ipfs.io/ipfs/bafybeiglh5obujtufy4bciz4tkzrnnbmw6wgfwxaabwonhpmmbptj66uo4/getrrry.htm,url,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolon,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,iframe,popup_window,safe_anchor,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,dns_record,google_index,page_rank,rank,domainEnd
,https://cgldev.github.io/insta-clone/,37.0,16.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,6.0,5.0,6.0,6.0,5.0,5.5,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,118.0,0.0,0.0,0.0,5.0,55081,0.0
,https://inboxx-89f1.nkbrehmyetae.workers.dev/c22aea36-2966-4368-9bd7-1dbd08e1e77e,81.0,36.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,9.0,4.0,4.0,4.0,4.0,12.0,12.0,12.0,6.777777777777778,7.25,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,455.0,0.0,0.0,0.0,5.0,348996,1.0
,https://tayyab129.github.io/Netflix/,36.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,6.0,7.0,9.0,9.0,7.0,7.333333333333333,7.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,118.0,0.0,0.0,0.0,5.0,55081,0.0
,https://duiongsui599135-hiumianx2369-ahdlopscx690.pages.dev/help/contact/432746273065487,88.0,51.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.2549019607843137,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,4.0,5.0,4.0,15.0,15.0,15.0,10.0,11.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.7,0.3,1.0,1.0,1.0,0.0,0.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,661.0,0.0,0.0,0.0,5.0,364804,1.0
,https://pub-de50159ef2444de689475948cd0371b3.r2.dev/index.html,62.0,43.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.5581395348837209,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,2.0,4.0,32.0,32.0,5.0,9.2,12.333333333333334,4.5,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.07476635514018691,0.9252336448598131,0.0,0.0,1.0,0.0,0.0,1.0,50.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,1.0,0.0,286.0,0.0,0.0,0.0,3.0,12515107,1.0
,https://hajilond.github.io/awais/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://wwwaaatxhdt.pages.dev/email_&password_fljfrefdvevefg__!bpj&do:sxl0,74.0,21.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,2.0,5.0,2.0,14.0,11.0,14.0,6.625,8.0,6.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.5714285714285714,0.42857142857142855,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,661.0,0.0,0.0,0.0,5.0,364804,1.0
,https://fichier-doc-wetransfer.vercel.app/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,http://it-support.swift-ness.com/landing/form/78b1e24d-8a8d-423d-b655-211a100090be,82.0,25.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,2.0,2.0,4.0,12.0,7.0,12.0,5.545454545454546,4.5,6.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.6,0.4,0.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,0,1.0
,https://piyushsol.github.io/Netflix-Clone/,42.0,19.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,6.0,5.0,9.0,9.0,7.0,6.75,7.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,118.0,0.0,0.0,0.0,5.0,55081,0.0
,https://pub-208c0d702da34457be2e335025f69551.r2.dev/ionos.html,62.0,43.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.5813953488372093,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,2.0,4.0,32.0,32.0,5.0,9.2,12.333333333333334,4.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.125,0.875,1.0,0.0,0.42857142857142855,0.5714285714285714,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,286.0,0.0,0.0,0.0,3.0,12515107,1.0
,https://pub-5d1d09422a8943feb7a44328a1b6e78c.r2.dev/index.html,62.0,43.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.5116279069767442,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,2.0,4.0,32.0,32.0,5.0,9.2,12.333333333333334,4.5,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.07476635514018691,0.9252336448598131,0.0,0.125,1.0,0.0,0.0,1.0,50.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,1.0,0.0,286.0,0.0,0.0,0.0,3.0,12515107,1.0
,https://yellow143327.studio.site/,33.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.25,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,6.0,0.0,12.0,12.0,0.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.7142857142857143,0.2857142857142857,0.0,1.0,0.75,0.25,0.0,1.0,76.92307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,317.0,0.0,0.0,0.0,2.0,52946250,1.0
,https://ranjitkumarmehta1.github.io/netflix/,44.0,27.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,6.0,7.0,17.0,17.0,7.0,10.0,11.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.7307692307692307,0.2692307692307692,1.0,1.0,1.0,0.0,0.0,1.0,50.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,118.0,0.0,0.0,0.0,5.0,55081,0.0
,https://pancake-frontend-dejmy38ut-chefilip.vercel.app/voting,61.0,46.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,6.0,9.0,9.0,6.0,7.333333333333333,7.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.8275862068965517,0.1724137931034483,0.0,1.0,0.2,0.8,0.0,1.0,88.88888888888889,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.0,0.0,0.0,0.0,5.0,366275,0.0
,https://autoiothiatowers.web.app/?err=cj6drhVr0PJrVgmuq4P7C6oygl7N5wJQrD48b9ZsgtPJ3lyvjT1rPyGdyzNbJCtzp8ug94l3Vcy2uzaLfJ2IFhKkgUGmly5EP6C8zrsa0OGvnf5gZt4Qn63vkpF909sg2yk6I2qanynJDYxSyWh462kQiqWWDjmhTnczebl37Vw7yPz20F6mhnyG8Rlz1jukebc11HfWBIyF8VgCCbVKxtZlPdSavlobmvoQhu50&dispatch=6bb3i2f8iiek6kga8k1j9c134bi06f&id=3c23dge7ei84e3h1c9e3g8b6g6bc5e4fj17jjc0ii97h4,359.0,24.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,2.0,3.0,2.0,232.0,16.0,232.0,42.375,9.5,53.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,59.0,0.0,0.0,0.0,4.0,3240161,0.0
,https://pub-56235221ea6a4d138e0c2cdc42391d26.r2.dev/index.html,62.0,43.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.5348837209302325,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,4.0,32.0,32.0,5.0,9.2,12.333333333333334,4.5,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.07476635514018691,0.9252336448598131,0.0,0.125,1.0,0.0,0.0,1.0,50.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,1.0,0.0,286.0,0.0,0.0,0.0,3.0,12515107,1.0
,https://pub-3c6ff223b9b247738a1a52bc572f63dc.r2.dev/index.html,62.0,43.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.4883720930232558,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,2.0,4.0,32.0,32.0,5.0,9.2,12.333333333333334,4.5,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.07476635514018691,0.9252336448598131,0.0,0.125,1.0,0.0,0.0,1.0,50.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,1.0,0.0,286.0,0.0,0.0,0.0,3.0,12515107,1.0
,https://mmatamskk-walleta.gitbook.io/us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://pub-9ebe6b69140948eeba42d3ff0fcc7f3a.r2.dev/index.html,62.0,43.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.3953488372093023,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,2.0,4.0,32.0,32.0,5.0,9.2,12.333333333333334,4.5,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.07476635514018691,0.9252336448598131,0.0,0.0,1.0,0.0,0.0,1.0,50.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,1.0,0.0,286.0,0.0,0.0,0.0,3.0,12515107,1.0
,https://pub-f5c127537d254b589faf4e154d158c0c.r2.dev/index.html,62.0,43.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.5116279069767442,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,4.0,32.0,32.0,5.0,9.2,12.333333333333334,4.5,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0660377358490566,0.9339622641509434,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,1.0,0.0,286.0,0.0,0.0,0.0,3.0,12515107,1.0
,https://m4pfi7cgxugeko3.pages.dev/smart89/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://srgvlsn.github.io/Netflix-Clone-Responsive/,51.0,17.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,6.0,5.0,10.0,7.0,10.0,7.0,6.5,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,118.0,0.0,0.0,0.0,5.0,55081,0.0
,https://redirectblacklitss-e3z.pages.dev/,41.0,32.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03125,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,0.0,18.0,18.0,0.0,8.666666666666666,8.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.13157894736842105,0.868421052631579,4.0,0.8,1.0,0.0,0.0,1.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,661.0,0.0,0.0,0.0,5.0,364804,1.0
,https://saidhanush1702.github.io/cloneNetflix/,46.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,6.0,12.0,14.0,14.0,12.0,10.666666666666666,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.8333333333333334,0.16666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,118.0,0.0,0.0,0.0,5.0,55081,0.0
,https://ads-verification-for-pay.vercel.app/,44.0,35.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,3.0,0.0,12.0,12.0,0.0,5.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.9615384615384616,0.038461538461538464,0.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,0.0,0.0,0.0,5.0,366275,0.0
,https://member-ourtime.valley-assign.workers.dev/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://pub-80a418f750d74f20ae07779844127e33.r2.dev/lil.html,60.0,43.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.6046511627906976,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.0,3.0,32.0,32.0,4.0,8.8,12.333333333333334,3.5,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0660377358490566,0.9339622641509434,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,1.0,0.0,286.0,0.0,0.0,0.0,3.0,12515107,1.0
,https://netflexresponsive.vercel.app/,37.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,0.0,17.0,17.0,0.0,11.5,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,79.0,0.0,0.0,0.0,5.0,366275,0.0
,https://pub-eac097de094c43aeada41cf4d8b131d4.r2.dev/index.html,62.0,43.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.3953488372093023,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,4.0,32.0,32.0,5.0,9.2,12.333333333333334,4.5,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.07476635514018691,0.9252336448598131,0.0,0.375,1.0,0.0,0.0,1.0,50.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,1.0,0.0,286.0,0.0,0.0,0.0,3.0,12515107,1.0
,https://pub-e38edf1e0cf64bba9a76712180ec194f.r2.dev/index.html,62.0,43.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.4418604651162791,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,4.0,32.0,32.0,5.0,9.2,12.333333333333334,4.5,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.07476635514018691,0.9252336448598131,0.0,0.0,1.0,0.0,0.0,1.0,50.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,1.0,0.0,286.0,0.0,0.0,0.0,3.0,12515107,1.0
,https://chattts-49f1.beszyrecala.workers.dev/478f28a0-5b2d-46be-ac87-61=,72.0,36.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,9.0,3.0,2.0,4.0,2.0,11.0,11.0,8.0,5.666666666666667,7.25,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,455.0,0.0,0.0,0.0,5.0,348996,1.0
,https://dana-kaget-indonesia-com.vercel.app/,44.0,35.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,3.0,0.0,9.0,9.0,0.0,5.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.14754098360655737,0.8524590163934426,5.0,0.8888888888888888,1.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,79.0,0.0,0.0,0.0,5.0,366275,0.0
